sentence,睿智,狂野,活力,佛系,浪漫,善良,幽默
我就講了兩句,12,8,10,9,9,11,10
就覺得好尷尬啊那個影片,12,8,10,9,9,11,10
真的啊？,12,8,10,9,9,11,10
那個是你喔,12,8,10,9,9,11,10
可是那影片我打不開好像,12,8,10,9,9,11,10
我不知道為什麼,12,8,10,9,9,11,10
那個負責人傳給我然後打不開,12,8,10,9,9,11,10
對啊,12,8,10,9,9,11,10
對啊,12,8,10,9,9,11,10
你猜,12,8,10,9,9,11,10
對啊沒什麼,12,8,10,9,9,11,10
射手,12,8,10,9,9,11,10
我覺得射手座不是都很花心啊,12,8,10,9,9,11,10
那不就是,12,8,10,9,9,11,10
我就第一反應就是很花心啊,12,8,10,9,9,11,10
還有什麼那種,12,8,10,9,9,11,10
對對對,12,8,10,9,9,11,10
然後就是那種,12,8,10,9,9,11,10
那可是你說要定下來之後會不花心,12,8,10,9,9,11,10
可是那要定下來就很難啊,12,8,10,9,9,11,10
是吧,12,8,10,9,9,11,10
蛤,12,8,10,9,9,11,10
沒有,12,8,10,9,9,11,10
想,12,8,10,9,9,11,10
對啊,12,8,10,9,9,11,10
交管系未來要,12,8,10,9,9,11,10
指揮交通,12,8,10,9,9,11,10
收快遞,12,8,10,9,9,11,10
哎呀我只是講幹話,12,8,10,9,9,11,10
我說,12,8,10,9,9,11,10
我剛說的送快遞就是送件,12,8,10,9,9,11,10
會說法律嗎,12,8,10,9,9,11,10
就是有一些,12,8,10,9,9,11,10
規劃之類的東西,12,8,10,9,9,11,10
管理跟規劃,12,8,10,9,9,11,10
我不認識,12,8,10,9,9,11,10
我沒上過他的課,12,8,10,9,9,11,10
對,12,8,10,9,9,11,10
湖北,12,8,10,9,9,11,10
就是中部的一個地方,12,8,10,9,9,11,10
我知道就是有很多地方啊,12,8,10,9,9,11,10
知道啊,12,8,10,9,9,11,10
最北啊,12,8,10,9,9,11,10
九份是不是在哪裡,12,8,10,9,9,11,10
就份算新北,12,8,10,9,9,11,10
我去過九分啊,12,8,10,9,9,11,10
很多啊那次春假,12,8,10,9,9,11,10
韓國話,12,8,10,9,9,11,10
我們那個什麼,12,8,10,9,9,11,10
我們就作業有做那個說台灣旅遊業,12,8,10,9,9,11,10
就做報告,12,8,10,9,9,11,10
就台灣旅遊業的報告,12,8,10,9,9,11,10
就討論到有一個節目要是,12,8,10,9,9,11,10
要做韓國然後要去台灣取景,12,8,10,9,9,11,10
然後就很多韓國人逛,12,8,10,9,9,11,10
無聊,12,8,10,9,9,11,10
無聊就,12,8,10,9,9,11,10
不知道,12,8,10,9,9,11,10
不會,12,8,10,9,9,11,10
看一些比如什麼電影之類的,12,8,10,9,9,11,10
喔我很久沒有去看電影了,12,8,10,9,9,11,10
蠻想看恐怖片,12,8,10,9,9,11,10
我覺得我是怕但是感覺很好玩,12,8,10,9,9,11,10
你是幾年,12,8,10,9,9,11,10
85,12,8,10,9,9,11,10
我87欸,12,8,10,9,9,11,10
喔那我我是87,12,8,10,9,9,11,10
8月,12,8,10,9,9,11,10
大三是,12,8,10,9,9,11,10
哦,12,8,10,9,9,11,10
以前上學,12,8,10,9,9,11,10
就跟我一屆,12,8,10,9,9,11,10
就是高考的,12,8,10,9,9,11,10
我們是87,12,8,10,9,9,11,10
然後他比我小兩歲,12,8,10,9,9,11,10
對啊,12,8,10,9,9,11,10
就是他們那種偏鄉,12,8,10,9,9,11,10
不能那麼說,12,8,10,9,9,11,10
就是那種小地方,12,8,10,9,9,11,10
然後家長就說小孩子上那種幼稚園上太久,12,8,10,9,9,11,10
然後就說自己教一教小孩子直接上小學,12,8,10,9,9,11,10
就小地方沒那麼管那麼多,12,8,10,9,9,11,10
那個智商很高欸,12,8,10,9,9,11,10
那個比我小兩歲的他,12,8,10,9,9,11,10
班上前三名前五名的,12,8,10,9,9,11,10
當時因為我是,12,8,10,9,9,11,10
那種年份算是1998年,12,8,10,9,9,11,10
我是90後,12,8,10,9,9,11,10
他直接00後了,12,8,10,9,9,11,10
2000年的,12,8,10,9,9,11,10
對,12,8,10,9,9,11,10
中國唸書,12,8,10,9,9,11,10
高考,12,8,10,9,9,11,10
對,12,8,10,9,9,11,10
最近每個月所有的人都有問我這個問題,12,8,10,9,9,11,10
對啊那天晚上我跟一個同學,12,8,10,9,9,11,10
這個電腦是做什麼用的 為什麼要擺著,13,8,13,9,8,12,13
蛤真的假的 就只有這桌有錄音這樣,13,8,13,9,8,12,13
對我們其他都沒有欸,13,8,13,9,8,12,13
好 那我先自我介紹好了 就是我是長頸鹿 你有看影片嗎？有看那個 喔 結果大家都沒有看？,13,8,13,9,8,12,13
喔你說雲端,13,8,13,9,8,12,13
你的影片是拍什麼的,13,8,13,9,8,12,13
那有回憶一下你在講什麼嗎,13,8,13,9,8,12,13
因為他們有些人就拍很短 對 你是拍多長啊,13,8,13,9,8,12,13
喔~該不會是十幾秒,13,8,13,9,8,12,13
我是說 就是我禮拜五才被找來 然後趕快拍 禮拜六趁室友不在的時候 因為有人在拍很尷尬 然後趕快拍 然後他不是傳來 然後才發現 有些人才拍十幾秒,13,8,13,9,8,12,13
就說大家好我是誰誰誰 然後就沒了,13,8,13,9,8,12,13
很傻眼,13,8,13,9,8,12,13
是啦 而且如果住宿舍有室友就超尷尬的 就要找沒人的時候,13,8,13,9,8,12,13
你要先自我介紹一下嗎？,13,8,13,9,8,12,13
獅子？,13,8,13,9,8,12,13
喔 這樣好像有點印象,13,8,13,9,8,12,13
真的嗎？,13,8,13,9,8,12,13
對不起 我的腦袋 喔因為我剛剛沒聽清楚 ,13,8,13,9,8,12,13
好那我講一下我長頸鹿 喔…… 反正就是因為我高中的時候 那很久以前 就說要用什麼動物 那我高中的時候都被叫長頸鹿 因為我長的算滿長的,13,8,13,9,8,12,13
還沒 1……186,13,8,13,9,8,12,13
你是那個說可以看出身高的嗎,13,8,13,9,8,12,13
喔那不是 因為有一個影片是什麼 說那什麼 說他跟保健室阿姨一樣可以看出別人身高,13,8,13,9,8,12,13
然後我就覺得 齁 好傻眼喔,13,8,13,9,8,12,13
那 你的平常的 平常在做什麼 休閒,13,8,13,9,8,12,13
跳舞？你是流舞社的嗎,13,8,13,9,8,12,13
所以今天這個……是國標的意思？,13,8,13,9,8,12,13
該不會好幾個人都問過了吧,13,8,13,9,8,12,13
吳……吳哥窟,13,8,13,9,8,12,13
一個什麼？,13,8,13,9,8,12,13
有喔 那我可能……是IG嗎？,13,8,13,9,8,12,13
那我可能……我可能沒加他,13,8,13,9,8,12,13
喔~~~~喔,13,8,13,9,8,12,13
我是……反正我是用臉書問他啦 我說 我穿 我穿友會服可以嗎,13,8,13,9,8,12,13
不知道欸 因為我沒追他欸 不然我現在追一下 我想來看一下,13,8,13,9,8,12,13
所以他是po你們的對話嗎還是怎樣,13,8,13,9,8,12,13
沒關係啦 我不會在意 我只是很好奇那到底是什麼 還是你要直接給我？,13,8,13,9,8,12,13
等一下他不是po我嗎？沒差吧 他有講什麼嗎？ 跑掉了跑掉了,13,8,13,9,8,12,13
那我追一下啊 好歹也是我的學長,13,8,13,9,8,12,13
傻眼,13,8,13,9,8,12,13
還好 因為我們後面還有繼續幹話啦,13,8,13,9,8,12,13
然後我就說 剛剛是截到哪裡 我說什麼 反正會看到我的內在 然後他就說 你根本沒有內在 然後我就是繼續講幹話講得滿長的,13,8,13,9,8,12,13
咦我有追欸 那為什麼？為什麼沒有 還是我沒有開那個限時的通知,13,8,13,9,8,12,13
所以你就問他你要穿什麼,13,8,13,9,8,12,13
啊他怎麼跟你說 不要太……,13,8,13,9,8,12,13
就是幹話,13,8,13,9,8,12,13
那他跟我們說的都差不多,13,8,13,9,8,12,13
我本來也在想我要穿什麼 因為我平常現在的衣服已經沒什麼正式的衣服了 我本來是想穿個襯衫啦 只是穿個襯衫又有點怪 就思考一下 就好 就這件了,13,8,13,9,8,12,13
這件算是友會服 可是看起來應該還行吧 就是還滿低調的,13,8,13,9,8,12,13
反正就是我們之前之夜的衣服 然後他的意思就是什麼 半線人就是彰化人,13,8,13,9,8,12,13
半線就是彰化以前的古名 雖然我原本也不知道 就是因為這件衣服才知道,13,8,13,9,8,12,13
很好玩欸 因為穿這件衣服就是 每次去育樂街吃飯都會 比如說我去吃飯 婆婆就會說 欸半線人你又來了 就他們會特別喜歡這件,13,8,13,9,8,12,13
對啊 看起來應該還行吧 隨意又不失正式,13,8,13,9,8,12,13
對啊我還穿了長褲 原本想穿短褲 可是我現在的短褲好像全部都是運動褲,13,8,13,9,8,12,13
我來討論一下我平常上課的穿著 就是我平常上課都是 我現在都穿超隨便的 直接就拖鞋 然後T-shirt短褲 就這樣,13,8,13,9,8,12,13
我是 就是  喔因為他也是彰化人 就以前跑友會的時候,13,8,13,9,8,12,13
很多嗎？,13,8,13,9,8,12,13
喔問句,13,8,13,9,8,12,13
應該算還好我覺得 就是他 他應該是怕麻煩的人 ,13,8,13,9,8,12,13
就是那個個性啊 感覺 就我對他的認識啦 可能我跟他也沒到那麼熟啦 但就覺得他應該是怕麻煩的人,13,8,13,9,8,12,13
他大概就跑一兩樣 因為他之前彰友也是偶爾來一下 喔唷是學弟 ,13,8,13,9,8,12,13
是喔？其實我跟他很久沒什麼聯絡了 我猜他一定是覺得因為我很好拉 所以有什麼事問我我就說Ok啊,13,8,13,9,8,12,13
要求什麼？要求車馬費,13,8,13,9,8,12,13
中午沒睡飽 還好吧~ 所以你是剛睡醒就直接過來了,13,8,13,9,8,12,13
所以是睡到兩點再趕快……是喔,13,8,13,9,8,12,13
剛剛還有什麼沒聊到嗎？你剛剛聊到興趣嘛 然後就沒了,13,8,13,9,8,12,13
好好好我先講 那我就講平常的生活,13,8,13,9,8,12,13
不過讀書也算啦 其實也算 我讀理工科系就是比較重 但是我讀書不是讀系上的書啦 我喜歡讀課外書,13,8,13,9,8,12,13
上個寒假的開始第一個就是去圖書館借書,13,8,13,9,8,12,13
很多欸 因為我現在看過很多 有心理學的 有哲學的 然後 其實我看到喜歡的都會借啦 然後很多那種商業的 我只要看到那個有在推薦的 圖書館推薦的,13,8,13,9,8,12,13
因為圖書館不是有很多推薦的嘛 就是到他的網頁那邊 然後看最近有什麼書 看到書名ok 封面設計還不錯就借來看看 預約一下,13,8,13,9,8,12,13
這樣累積起來 我看紀錄有40幾本 都在這一年裡面借的 以前都沒借過 就突然想到要借,13,8,13,9,8,12,13
發生什麼事嗎？喔……你問的問題都滿精確的耶,13,8,13,9,8,12,13
好啦也不算發生什麼事啦 就只是覺得需要一個 生活需要一個突破啦 對啊 ,13,8,13,9,8,12,13
因為我讀這個系 沒有到不喜歡 可是就覺得那種教育制度的運作,13,8,13,9,8,12,13
企管？你不是企管？,13,8,13,9,8,12,13
喔你是交管喔 就是企業管理啊 我不知道啦 反正我不是企管的啊,13,8,13,9,8,12,13
對對 我是工學院的啦 我是機械的,13,8,13,9,8,12,13
嗨我叫重生的小兔子,10,7,10,8,9,11,7
對啊而且看不到,10,7,10,8,9,11,7
還好不舒服,10,7,10,8,9,11,7
好,10,7,10,8,9,11,7
嗯嗯,10,7,10,8,9,11,7
恩,10,7,10,8,9,11,7
好那我是重生的小兔子，然後平常，喔我喜歡打排球所以我有加系隊,10,7,10,8,9,11,7
我也喜歡看美劇，我每天都會看美劇，可是最近比較忙就沒有看，就這樣,10,7,10,8,9,11,7
喔對啊哈哈哈,10,7,10,8,9,11,7
那個是…因為我是被找來的，然後我就想說..沒有沒有我很認真拍,10,7,10,8,9,11,7
哈哈哈室友跟我一起想,10,7,10,8,9,11,7
對啊哈哈哈哈,10,7,10,8,9,11,7
喔我沒想到大家都拍得這麼認真，我以為大家就隨便拍,10,7,10,8,9,11,7
然後看ㄟ怎麼大家那麼認真,10,7,10,8,9,11,7
恩我們只能看到男生的，就想說喔也太認真了吧，然後只有我五秒這樣,10,7,10,8,9,11,7
可以吧，我大二,10,7,10,8,9,11,7
你是被找來的喔?,10,7,10,8,9,11,7
所以你朋友也在場是嗎?,10,7,10,8,9,11,7
都認識?,10,7,10,8,9,11,7
喔其實女生也都被找來的 幾乎,10,7,10,8,9,11,7
應該沒有全部啦,10,7,10,8,9,11,7
所以你有一直在follow,10,7,10,8,9,11,7
ㄟ你說你喜歡做很難的事情?,10,7,10,8,9,11,7
你現在做過最難的事情是甚麼?,10,7,10,8,9,11,7
哈哈哈,10,7,10,8,9,11,7
恩恩,10,7,10,8,9,11,7
醫學系嗎?,10,7,10,8,9,11,7
你說很累啊,10,7,10,8,9,11,7
機械系?,10,7,10,8,9,11,7
可以吧,10,7,10,8,9,11,7
就是機械系哈哈哈,10,7,10,8,9,11,7
剛剛我對面室友也有很多機械系,10,7,10,8,9,11,7
林新叡,10,7,10,8,9,11,7
我就知道你一定知道他,10,7,10,8,9,11,7
哈哈,10,7,10,8,9,11,7
對對對,10,7,10,8,9,11,7
沒有啊就對面室友就會認識,10,7,10,8,9,11,7
我們都會聊天啊，都會去兩寢互相玩來玩去,10,7,10,8,9,11,7
我們倆寢很熟ㄟ,10,7,10,8,9,11,7
三創?,10,7,10,8,9,11,7
哦哦~是沒抽到才去那邊嗎?,10,7,10,8,9,11,7
那那邊有比較好嗎?,10,7,10,8,9,11,7
真的喔,10,7,10,8,9,11,7
你說住三創裡面的人都很厲害嗎?,10,7,10,8,9,11,7
就頭腦比較好的都在三創裡面?,10,7,10,8,9,11,7
比較有想法的?,10,7,10,8,9,11,7
交換?,10,7,10,8,9,11,7
哈哈,10,7,10,8,9,11,7
是兩個人住?,10,7,10,8,9,11,7
人家說最好是勝九，可是我覺得勝八也還不錯，因為廁所在裡面,10,7,10,8,9,11,7
有獨立衛浴，這樣,10,7,10,8,9,11,7
打掃嗎?,10,7,10,8,9,11,7
對啊就要自己打掃,10,7,10,8,9,11,7
可是也還好啦，打掃一下就好了,10,7,10,8,9,11,7
不會,10,7,10,8,9,11,7
還好,10,7,10,8,9,11,7
企管,10,7,10,8,9,11,7
對哈哈很多都是企管的,10,7,10,8,9,11,7
哈哈對對對,10,7,10,8,9,11,7
喔我任是他哈哈哈,10,7,10,8,9,11,7
他是隊長,10,7,10,8,9,11,7
我是副隊，我幫他講了哈哈,10,7,10,8,9,11,7
真的嗎?不愧是隊長,10,7,10,8,9,11,7
沒有啊，當隊長副隊長不用很強,10,7,10,8,9,11,7
我沒有,10,7,10,8,9,11,7
好我拿著,10,7,10,8,9,11,7
足球超累的ㄟ,10,7,10,8,9,11,7
對阿,10,7,10,8,9,11,7
真的假的,10,7,10,8,9,11,7
足球員都不會看到有胖子ㄟ，我覺得啦,10,7,10,8,9,11,7
就不會肉肉的，就是都肌肉，就想說一定是因為一直跑來跑去,10,7,10,8,9,11,7
像排球籃球有時候會看到有幾個肉肉的,10,7,10,8,9,11,7
足球我沒看過,10,7,10,8,9,11,7
觀察到的哈哈,10,7,10,8,9,11,7
橄欖球那種,10,7,10,8,9,11,7
好痛喔,10,7,10,8,9,11,7
那個感覺很像攻其不備裡面的那種,10,7,10,8,9,11,7
對阿是嗎,10,7,10,8,9,11,7
喔~,10,7,10,8,9,11,7
喔我看的那個沒有,10,7,10,8,9,11,7
對就是不用裝備,10,7,10,8,9,11,7
然後就一顆那個咖啡色的球,10,7,10,8,9,11,7
很像咖啡豆的那個,10,7,10,8,9,11,7
喔~,10,7,10,8,9,11,7
對阿,10,7,10,8,9,11,7
畢業那一屆很強，剛畢業那屆，我們得到~我要炫耀,10,7,10,8,9,11,7
大企盃冠軍,10,7,10,8,9,11,7
對啊他們很強，不是我們哈哈,10,7,10,8,9,11,7
因為我室友講的,10,7,10,8,9,11,7
喔因為我屬兔,10,7,10,8,9,11,7
對阿,10,7,10,8,9,11,7
大二,10,7,10,8,9,11,7
不能講是嗎,10,7,10,8,9,11,7
我每個都講了ㄟ哈哈,10,7,10,8,9,11,7
哈哈哈,10,7,10,8,9,11,7
被抓來的,10,7,10,8,9,11,7
哈哈哈,10,7,10,8,9,11,7
喔我剛剛騎機車過來,10,7,10,8,9,11,7
恩,10,7,10,8,9,11,7
沒有ㄟ我住勝八,10,7,10,8,9,11,7
對阿，平常上課也都在騎腳踏車,10,7,10,8,9,11,7
湖的另外一邊?我是路癡,10,7,10,8,9,11,7
知道阿，就…往那邊,10,7,10,8,9,11,7
對對對,10,7,10,8,9,11,7
對,10,7,10,8,9,11,7
尿尿小童嗎?喔21雕像?,10,7,10,8,9,11,7
你不常去光復嗎?,10,7,10,8,9,11,7
我都在光復,10,7,10,8,9,11,7
自強有時候練球會去,10,7,10,8,9,11,7
排球,10,7,10,8,9,11,7
因為有時候沒有佔到場就去自強,10,7,10,8,9,11,7
有阿~棒球旁邊那裏阿,10,7,10,8,9,11,7
這裡是棒球，然後這裡是排球這裡是籃球,10,7,10,8,9,11,7
對,10,7,10,8,9,11,7
喔你說佔場的話，有時候，可是很少去自強，可能一學期一兩次這樣,10,7,10,8,9,11,7
你打桌球嗎?,10,7,10,8,9,11,7
我體育課也是桌球,10,7,10,8,9,11,7
宏達,10,7,10,8,9,11,7
喔真的喔?,10,7,10,8,9,11,7
他人很好,10,7,10,8,9,11,7
他有教一些些動作，然後就有分組，就有隊長會帶著我們練習,10,7,10,8,9,11,7
然後就開始打比賽,10,7,10,8,9,11,7
組長~,10,7,10,8,9,11,7
比較厲害的，是很厲害的,10,7,10,8,9,11,7
對因為我們會先能力分組分abc,10,7,10,8,9,11,7
當然沒有哈哈哈,10,7,10,8,9,11,7
對,10,7,10,8,9,11,7
好像會,10,7,10,8,9,11,7
對阿,10,7,10,8,9,11,7
為甚麼,10,7,10,8,9,11,7
你打校隊?桌球校隊喔,10,7,10,8,9,11,7
好猛喔,10,7,10,8,9,11,7
是喔,10,7,10,8,9,11,7
陪練?,10,7,10,8,9,11,7
我覺得桌球蠻好玩的,10,7,10,8,9,11,7
不好玩嗎?,10,7,10,8,9,11,7
對阿,10,7,10,8,9,11,7
嗨你好,13,13,14,8,12,13,14
對沒錯我剛剛聽到你講話想說怎麼連你也有來,13,13,14,8,12,13,14
可是我已經有兩個禮拜沒有去了欸,13,13,14,8,12,13,14
哦沒有我沒有退選,13,13,14,8,12,13,14
因為我早上有課然後就是上到12點吃個飯之後就是有一點點就很懶然後就不太想去,13,13,14,8,12,13,14
遲到一下就點名,13,13,14,8,12,13,14
你說第二堂嗎,13,13,14,8,12,13,14
第一堂就點名了喔啊遲到應該可以補點吧,13,13,14,8,12,13,14
哦因為我本來想說第二堂去之類的看他都第二堂點名,13,13,14,8,12,13,14
然後說什麼什麼沒到三次喔就什麼會開始扣分好像有在群組裡面這樣講,13,13,14,8,12,13,14
有啊好不容易有一次我請假了然後老師跟我說那堂沒有點名害我第二次不敢用同樣的理由請假,13,13,14,8,12,13,14
阿你怎麼會知道這個,13,13,14,8,12,13,14
喔你說吳東育哦,13,13,14,8,12,13,14
哦我也是啊這些都我們系的,13,13,14,8,12,13,14
幾乎所有工人都我們系的上面兩個主持人然後那邊穿白色衣服的都是我們系的,13,13,14,8,12,13,14
對我以為是那個夜教啊你知道嗎對啊就是全白那種面具只有兩個眼睛,13,13,14,8,12,13,14
我以為是那種,13,13,14,8,12,13,14
對啊可能真的是沒什麼錢吧,13,13,14,8,12,13,14
阿你平常就只有跳舞而已哦,13,13,14,8,12,13,14
你說主要跳國標舞,13,13,14,8,12,13,14
你用相機掃就可以,13,13,14,8,12,13,14
痾iPhone應該可以,13,13,14,8,12,13,14
對對對,13,13,14,8,12,13,14
因為iPhone之後有改成用相機掃就可以了,13,13,14,8,12,13,14
你用相機鏡頭掃你就直接掃你就直接用相機去掃他,13,13,14,8,12,13,14
有嗎,13,13,14,8,12,13,14
你只有加國標舞社對不對,13,13,14,8,12,13,14
沒有流舞嗎,13,13,14,8,12,13,14
所以就那兩個男的就這樣嗎那兩個男的是國標舞社的,13,13,14,8,12,13,14
我之前有認識什麼總之是我大一的時候他們好像大二就比我們大一屆,13,13,14,8,12,13,14
就是什麼Ivy還有多多,13,13,14,8,12,13,14
不知道他們只教過我們跳舞,13,13,14,8,12,13,14
阿你那個癖好你有填那個表單嗎癖好你填什麼,13,13,14,8,12,13,14
那個錄自介影片,13,13,14,8,12,13,14
對啊,13,13,14,8,12,13,14
我就用那個啊,13,13,14,8,12,13,14
我就是那個寫字的啊,13,13,14,8,12,13,14
對啊,13,13,14,8,12,13,14
因為我看完那個示範影片就覺得超尷尬,13,13,14,8,12,13,14
然後我就問我們班的,13,13,14,8,12,13,14
我說我可以用寫字的嗎然後就不要講話嗎,13,13,14,8,12,13,14
他說喔好，可以,13,13,14,8,12,13,14
然後我就用寫字的,13,13,14,8,12,13,14
那我寫超久欸,13,13,14,8,12,13,14
我寫完有八分鐘,13,13,14,8,12,13,14
然後就把他快轉一直快轉,13,13,14,8,12,13,14
打不開,13,13,14,8,12,13,14
手機也打不開,13,13,14,8,12,13,14
是喔,13,13,14,8,12,13,14
我記得我是用電腦,13,13,14,8,12,13,14
那你是什麼星座,13,13,14,8,12,13,14
獅子座嗎,13,13,14,8,12,13,14
誒,13,13,14,8,12,13,14
我射手座,13,13,14,8,12,13,14
哈哈,13,13,14,8,12,13,14
這個臉有點不太對哦,13,13,14,8,12,13,14
呃我覺得是,13,13,14,8,12,13,14
呃可能在穩定下來之前會,13,13,14,8,12,13,14
會有考慮對象,13,13,14,8,12,13,14
然後考慮對象就比較多這樣子,13,13,14,8,12,13,14
對對對,13,13,14,8,12,13,14
但是穩定下來之後就是我覺得是ok的啦,13,13,14,8,12,13,14
我猜是這樣子啦,13,13,14,8,12,13,14
對啊,13,13,14,8,12,13,14
就會給別人那種既定印象就是說,13,13,14,8,12,13,14
怎麼對每個人都很好這種感覺,13,13,14,8,12,13,14
我遇到每個人都說射手座很花心誒,13,13,14,8,12,13,14
每個人都這樣子,13,13,14,8,12,13,14
愛玩啊,13,13,14,8,12,13,14
喔喔,13,13,14,8,12,13,14
對啦,13,13,14,8,12,13,14
可是還好,13,13,14,8,12,13,14
我也蠻容易定下來的,13,13,14,8,12,13,14
那你的夢想是什麼,13,13,14,8,12,13,14
夢想,13,13,14,8,12,13,14
沒有夢想,13,13,14,8,12,13,14
那你未來想幹嘛,13,13,14,8,12,13,14
交管系哦,13,13,14,8,12,13,14
交管系未來要幹嘛,13,13,14,8,12,13,14
收快遞,13,13,14,8,12,13,14
他們不是都學什麼,13,13,14,8,12,13,14
交通的法律啊,13,13,14,8,12,13,14
我有修過什麼,13,13,14,8,12,13,14
教什麼海運的,13,13,14,8,12,13,14
就一個你們系的選修,13,13,14,8,12,13,14
什麼張靜之老師,13,13,14,8,12,13,14
他人還蠻好的,13,13,14,8,12,13,14
喔你是,13,13,14,8,12,13,14
你是中國人,13,13,14,8,12,13,14
那中國哪裡啊,13,13,14,8,12,13,14
什麼,13,13,14,8,12,13,14
什麼北,13,13,14,8,12,13,14
哦,13,13,14,8,12,13,14
中國好大,13,13,14,8,12,13,14
那你知道台灣有哪裡嗎,13,13,14,8,12,13,14
你知道很多地方,13,13,14,8,12,13,14
你知道基隆嗎,13,13,14,8,12,13,14
對啊,13,13,14,8,12,13,14
九份算新北拉,13,13,14,8,12,13,14
對雖然我覺得離基隆很近,13,13,14,8,12,13,14
但他好像算是新北,13,13,14,8,12,13,14
喔喔那裡人很多欸,13,13,14,8,12,13,14
你去的時候人很多嗎,13,13,14,8,12,13,14
喔而且那邊的人都會講韓國話,13,13,14,8,12,13,14
因為那好像韓國遊客很多,13,13,14,8,12,13,14
所以那邊的店員都會講韓國話,13,13,14,8,12,13,14
超酷的,13,13,14,8,12,13,14
那是之前電視節目有去採訪,13,13,14,8,12,13,14
那你平常無聊都在幹嘛,13,13,14,8,12,13,14
滑手機,13,13,14,8,12,13,14
不會看什麼youtube之類的,13,13,14,8,12,13,14
那你會看什麼,13,13,14,8,12,13,14
喔,13,13,14,8,12,13,14
最近不是有什麼一個巨星的誕生,13,13,14,8,12,13,14
恐怖片,13,13,14,8,12,13,14
不想看恐怖片,13,13,14,8,12,13,14
雖然我知道那都是假的東西,13,13,14,8,12,13,14
但我就是不知道為什麼看了就覺得很可怕,13,13,14,8,12,13,14
你是本來就比我小一歲還是讀得比我們小,13,13,14,8,12,13,14
85,13,13,14,8,12,13,14
對啊,13,13,14,8,12,13,14
我是85,13,13,14,8,12,13,14
12月,13,13,14,8,12,13,14
你就是大三的最年輕,13,13,14,8,12,13,14
大三是86九月到87七月,13,13,14,8,12,13,14
快九月對啊,13,13,14,8,12,13,14
有些會但很少,13,13,14,8,12,13,14
是哦,13,13,14,8,12,13,14
可以這樣子哦,13,13,14,8,12,13,14
啊他們家這樣子會聽得懂嗎,13,13,14,8,12,13,14
噢是喔,13,13,14,8,12,13,14
我們班上是有小我們一歲的拉,13,13,14,8,12,13,14
嗯嗯你是來台灣讀大學,13,13,14,8,12,13,14
大學以前都是在,13,13,14,8,12,13,14
哦是考中國考試,13,13,14,8,12,13,14
然後來申請,13,13,14,8,12,13,14
這樣子不會不習慣之類的,13,13,14,8,12,13,14
就為什麼想要來台灣,13,13,14,8,12,13,14
我之前在路上有看過你欸,13,13,14,8,12,13,14
對啊對啊對啊,13,13,14,8,12,13,14
昨天前天,13,13,14,8,12,13,14
前天吧,13,13,14,8,12,13,14
有啊我剛有掃,13,13,14,8,12,13,14
就是什麼,13,13,14,8,12,13,14
這種,13,13,14,8,12,13,14
對啊可是系級好像可以講,13,13,14,8,12,13,14
好像可以講因為也不見得會認識吧,13,13,14,8,12,13,14
應該不會認識,13,13,14,8,12,13,14
對啊,13,13,14,8,12,13,14
是哦,13,13,14,8,12,13,14
那你系級,13,13,14,8,12,13,14
會計的喔,13,13,14,8,12,13,14
那你是,13,13,14,8,12,13,14
我覺得會計很硬,13,13,14,8,12,13,14
政治到底是要念什麼,13,13,14,8,12,13,14
恩,13,13,14,8,12,13,14
氣管,13,13,14,8,12,13,14
氣管,13,13,14,8,12,13,14
對這邊都是,13,13,14,8,12,13,14
穿白色衣服的都是企管,13,13,14,8,12,13,14
然後兩個只持人也是企管,13,13,14,8,12,13,14
對啊,13,13,14,8,12,13,14
你有看我影片,13,13,14,8,12,13,14
你說寫字那個對不對,13,13,14,8,12,13,14
因為,13,13,14,8,12,13,14
對啊,13,13,14,8,12,13,14
我有問,13,13,14,8,12,13,14
我看完範例影片就覺得就是太尷尬,13,13,14,8,12,13,14
要一直講話,13,13,14,8,12,13,14
我就問我同學可不可以只寫字,13,13,14,8,12,13,14
他說喔好可以,13,13,14,8,12,13,14
因為我那個寫完八分多鐘,13,13,14,8,12,13,14
我是用那個懶人夾,13,13,14,8,12,13,14
夾著就錄這樣子,13,13,14,8,12,13,14
所以那個我書忘記移動,13,13,14,8,12,13,14
就是前面那個有點卡到,13,13,14,8,12,13,14
對啊,13,13,14,8,12,13,14
然後八分多鐘,13,13,14,8,12,13,14
就一直快轉一直快轉,13,13,14,8,12,13,14
就快轉到四十幾秒,13,13,14,8,12,13,14
然後最後就放一張照片,13,13,14,8,12,13,14
怕大家沒有看到,13,13,14,8,12,13,14
對啊對啊對啊,13,13,14,8,12,13,14
還好,13,13,14,8,12,13,14
寫字比較久,13,13,14,8,12,13,14
其他十五分鐘吧就把它弄玩,13,13,14,8,12,13,14
對啊,13,13,14,8,12,13,14
因為我想要想要練字,13,13,14,8,12,13,14
因為我覺得寫字蠻有趣的,13,13,14,8,12,13,14
雖然我之前也有,13,13,14,8,12,13,14
也沒人追蹤拉就是放個小帳,13,13,14,8,12,13,14
我也只發了6篇,13,13,14,8,12,13,14
然後就有點懶了這樣,13,13,14,8,12,13,14
不知道每天無聊的時後就寫字,13,13,14,8,12,13,14
上課無聊也寫字,13,13,14,8,12,13,14
對啊人家都寫筆記,13,13,14,8,12,13,14
我不是寫筆記,13,13,14,8,12,13,14
